Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Randomise questionnaire elements?,Question Key,Response
9,1667483292918,03/11/2022 13:48:12,1667483292254,-4,03/11/2022 09:48:12,77588,10,questionnaire-6fn4,,24979142,BLIND,7380884,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1829x1029,1813x889,,ET_Data_Quality,3,No,camerause-quantised,1
10,1667483292918,03/11/2022 13:48:12,1667483292254,-4,03/11/2022 09:48:12,77588,10,questionnaire-6fn4,,24979142,BLIND,7380884,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1829x1029,1813x889,,ET_Data_Quality,3,No,camera_brand,
11,1667483292918,03/11/2022 13:48:12,1667483292255,-4,03/11/2022 09:48:12,77588,10,questionnaire-6fn4,,24979142,BLIND,7380884,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1829x1029,1813x889,,ET_Data_Quality,3,No,distancefromscreen,20 inches
12,1667483292918,03/11/2022 13:48:12,1667483292255,-4,03/11/2022 09:48:12,77588,10,questionnaire-6fn4,,24979142,BLIND,7380884,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1829x1029,1813x889,,ET_Data_Quality,3,No,lookphone,0
13,1667483292918,03/11/2022 13:48:12,1667483292256,-4,03/11/2022 09:48:12,77588,10,questionnaire-6fn4,,24979142,BLIND,7380884,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1829x1029,1813x889,,ET_Data_Quality,3,No,response-1,0
14,1667483292918,03/11/2022 13:48:12,1667483292256,-4,03/11/2022 09:48:12,77588,10,questionnaire-6fn4,,24979142,BLIND,7380884,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1829x1029,1813x889,,ET_Data_Quality,3,No,envdistraction,Yes
15,1667483292918,03/11/2022 13:48:12,1667483292256,-4,03/11/2022 09:48:12,77588,10,questionnaire-6fn4,,24979142,BLIND,7380884,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1829x1029,1813x889,,ET_Data_Quality,3,No,envdistraction-quantised,1
16,1667483292918,03/11/2022 13:48:12,1667483292256,-4,03/11/2022 09:48:12,77588,10,questionnaire-6fn4,,24979142,BLIND,7380884,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1829x1029,1813x889,,ET_Data_Quality,3,No,response-2,yes
17,1667483292918,03/11/2022 13:48:12,1667483292257,-4,03/11/2022 09:48:12,77588,10,questionnaire-6fn4,,24979142,BLIND,7380884,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1829x1029,1813x889,,ET_Data_Quality,3,No,help,n/a
18,1667483292918,03/11/2022 13:48:12,1667483292258,-4,03/11/2022 09:48:12,77588,10,questionnaire-6fn4,,24979142,BLIND,7380884,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1829x1029,1813x889,,ET_Data_Quality,3,No,response-4,No
19,1667483292918,03/11/2022 13:48:12,1667483292258,-4,03/11/2022 09:48:12,77588,10,questionnaire-6fn4,,24979142,BLIND,7380884,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1829x1029,1813x889,,ET_Data_Quality,3,No,response-4-quantised,2
20,1667483292918,03/11/2022 13:48:12,1667483292258,-4,03/11/2022 09:48:12,77588,10,questionnaire-6fn4,,24979142,BLIND,7380884,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1829x1029,1813x889,,ET_Data_Quality,3,No,END QUESTIONNAIRE,47908
1,1667570769505,04/11/2022 14:06:09,1667570769386,-4,04/11/2022 10:06:09,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1279x649,,ET_Data_Quality,3,No,BEGIN QUESTIONNAIRE,
2,1667570826065,04/11/2022 14:07:06,1667570825836,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,visionproblems,Yes
3,1667570826193,04/11/2022 14:07:06,1667570825837,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,visionproblems-quantised,1
4,1667570826193,04/11/2022 14:07:06,1667570825837,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,response-3,No
5,1667570826193,04/11/2022 14:07:06,1667570825837,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,response-3-quantised,2
6,1667570826193,04/11/2022 14:07:06,1667570825837,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,wearing-1,Eye glasses
7,1667570826193,04/11/2022 14:07:06,1667570825837,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,light,Yes
8,1667570826193,04/11/2022 14:07:06,1667570825837,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,light-quantised,1
9,1667570826193,04/11/2022 14:07:06,1667570825837,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,camerause,Yes
10,1667570826193,04/11/2022 14:07:06,1667570825837,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,camerause-quantised,1
11,1667570826193,04/11/2022 14:07:06,1667570825837,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,camera_brand,
12,1667570826193,04/11/2022 14:07:06,1667570825837,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,distancefromscreen,45 cm
13,1667570826193,04/11/2022 14:07:06,1667570825838,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,lookphone,0
14,1667570826193,04/11/2022 14:07:06,1667570825838,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,response-1,0
15,1667570826193,04/11/2022 14:07:06,1667570825838,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,envdistraction,Yes
16,1667570826193,04/11/2022 14:07:06,1667570825838,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,envdistraction-quantised,1
17,1667570826193,04/11/2022 14:07:06,1667570825838,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,response-2,yes
18,1667570826193,04/11/2022 14:07:06,1667570825838,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,help,none
19,1667570826193,04/11/2022 14:07:06,1667570825838,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,response-4,No
20,1667570826193,04/11/2022 14:07:06,1667570825838,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,response-4-quantised,2
21,1667570826193,04/11/2022 14:07:06,1667570825838,-4,04/11/2022 10:07:05,77588,10,questionnaire-6fn4,,24999356,BLIND,7389802,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1263x649,,ET_Data_Quality,3,No,END QUESTIONNAIRE,56452
1,1667572405109,04/11/2022 14:33:25,1667572405006,-4,04/11/2022 10:33:25,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1440x821,,ET_Data_Quality,3,No,BEGIN QUESTIONNAIRE,
2,1667572497031,04/11/2022 14:34:57,1667572496935,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,visionproblems,No
3,1667572497186,04/11/2022 14:34:57,1667572496937,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,visionproblems-quantised,2
4,1667572497186,04/11/2022 14:34:57,1667572496937,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,response-3,No
5,1667572497186,04/11/2022 14:34:57,1667572496937,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,response-3-quantised,2
6,1667572497186,04/11/2022 14:34:57,1667572496937,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,wearing-2,Contacts
7,1667572497186,04/11/2022 14:34:57,1667572496937,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,light,Yes
8,1667572497186,04/11/2022 14:34:57,1667572496938,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,light-quantised,1
9,1667572497186,04/11/2022 14:34:57,1667572496938,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,camerause,Yes
10,1667572497186,04/11/2022 14:34:57,1667572496938,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,camerause-quantised,1
11,1667572497186,04/11/2022 14:34:57,1667572496938,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,camera_brand,
12,1667572497186,04/11/2022 14:34:57,1667572496938,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,distancefromscreen,20in
13,1667572497186,04/11/2022 14:34:57,1667572496938,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,lookphone,1
14,1667572497186,04/11/2022 14:34:57,1667572496938,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,response-1,0
15,1667572497186,04/11/2022 14:34:57,1667572496938,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,envdistraction,Yes
16,1667572497186,04/11/2022 14:34:57,1667572496938,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,envdistraction-quantised,1
17,1667572497186,04/11/2022 14:34:57,1667572496938,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,response-2,yes
18,1667572497186,04/11/2022 14:34:57,1667572496938,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,help,i think intructions were clear
19,1667572497186,04/11/2022 14:34:57,1667572496939,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,response-4,No
20,1667572497186,04/11/2022 14:34:57,1667572496939,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,response-4-quantised,2
21,1667572497186,04/11/2022 14:34:57,1667572496939,-4,04/11/2022 10:34:56,77588,10,questionnaire-6fn4,,25000047,BLIND,7389797,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 106.0.0.0,1440x900,1425x821,,ET_Data_Quality,3,No,END QUESTIONNAIRE,91934
1,1667578447570,04/11/2022 16:14:07,1667578447416,-4,04/11/2022 12:14:07,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,BEGIN QUESTIONNAIRE,
2,1667578619125,04/11/2022 16:16:59,1667578618783,-4,04/11/2022 12:16:58,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,visionproblems,No
3,1667578619260,04/11/2022 16:16:59,1667578618785,-4,04/11/2022 12:16:58,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,visionproblems-quantised,2
4,1667578619260,04/11/2022 16:16:59,1667578618785,-4,04/11/2022 12:16:58,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,response-3,No
5,1667578619260,04/11/2022 16:16:59,1667578618785,-4,04/11/2022 12:16:58,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,response-3-quantised,2
6,1667578619260,04/11/2022 16:16:59,1667578618785,-4,04/11/2022 12:16:58,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,light,Yes
7,1667578619260,04/11/2022 16:16:59,1667578618785,-4,04/11/2022 12:16:58,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,light-quantised,1
8,1667578619260,04/11/2022 16:16:59,1667578618785,-4,04/11/2022 12:16:58,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,camerause,Yes
9,1667578619260,04/11/2022 16:16:59,1667578618786,-4,04/11/2022 12:16:58,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,camerause-quantised,1
10,1667578619260,04/11/2022 16:16:59,1667578618786,-4,04/11/2022 12:16:58,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,camera_brand,
11,1667578619260,04/11/2022 16:16:59,1667578618786,-4,04/11/2022 12:16:58,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,distancefromscreen,17 inches
12,1667578619260,04/11/2022 16:16:59,1667578618786,-4,04/11/2022 12:16:58,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,lookphone,none
13,1667578619260,04/11/2022 16:16:59,1667578618786,-4,04/11/2022 12:16:58,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,response-1,none
14,1667578619260,04/11/2022 16:16:59,1667578618786,-4,04/11/2022 12:16:58,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,envdistraction,Yes
15,1667578619260,04/11/2022 16:16:59,1667578618786,-4,04/11/2022 12:16:58,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,envdistraction-quantised,1
16,1667578619260,04/11/2022 16:16:59,1667578618786,-4,04/11/2022 12:16:58,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,response-2,yes
17,1667578619260,04/11/2022 16:16:59,1667578618786,-4,04/11/2022 12:16:58,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,help,"In the first half of the experiment, the sound was not working properly. I could not hear the words being said."
18,1667578619260,04/11/2022 16:16:59,1667578618786,-4,04/11/2022 12:16:58,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,response-4,No
19,1667578619260,04/11/2022 16:16:59,1667578618786,-4,04/11/2022 12:16:58,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,response-4-quantised,2
20,1667578619260,04/11/2022 16:16:59,1667578618787,-4,04/11/2022 12:16:58,77588,10,questionnaire-6fn4,,25002898,BLIND,7390794,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.3,1024x1366,1366x956,,ET_Data_Quality,3,No,END QUESTIONNAIRE,171371
1,1667482848496,03/11/2022 13:40:48,1667482848401,-4,03/11/2022 09:40:48,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1366x649,,ET_Data_Quality,3,No,BEGIN QUESTIONNAIRE,
2,1667482924949,03/11/2022 13:42:04,1667482924902,-4,03/11/2022 09:42:04,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1349x649,,ET_Data_Quality,3,No,visionproblems,No
3,1667482925209,03/11/2022 13:42:05,1667482924904,-4,03/11/2022 09:42:04,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1349x649,,ET_Data_Quality,3,No,visionproblems-quantised,2
4,1667482925209,03/11/2022 13:42:05,1667482924905,-4,03/11/2022 09:42:04,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1349x649,,ET_Data_Quality,3,No,response-3,No
5,1667482925209,03/11/2022 13:42:05,1667482924905,-4,03/11/2022 09:42:04,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1349x649,,ET_Data_Quality,3,No,response-3-quantised,2
6,1667482925209,03/11/2022 13:42:05,1667482924905,-4,03/11/2022 09:42:04,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1349x649,,ET_Data_Quality,3,No,light,No
7,1667482925209,03/11/2022 13:42:05,1667482924905,-4,03/11/2022 09:42:04,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1349x649,,ET_Data_Quality,3,No,light-quantised,2
8,1667482925209,03/11/2022 13:42:05,1667482924905,-4,03/11/2022 09:42:04,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1349x649,,ET_Data_Quality,3,No,camerause,Yes
9,1667482925209,03/11/2022 13:42:05,1667482924905,-4,03/11/2022 09:42:04,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1349x649,,ET_Data_Quality,3,No,camerause-quantised,1
10,1667482925209,03/11/2022 13:42:05,1667482924905,-4,03/11/2022 09:42:04,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1349x649,,ET_Data_Quality,3,No,camera_brand,
11,1667482925209,03/11/2022 13:42:05,1667482924905,-4,03/11/2022 09:42:04,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1349x649,,ET_Data_Quality,3,No,distancefromscreen,10 inches 
12,1667482925209,03/11/2022 13:42:05,1667482924906,-4,03/11/2022 09:42:04,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1349x649,,ET_Data_Quality,3,No,lookphone,0
13,1667482925209,03/11/2022 13:42:05,1667482924906,-4,03/11/2022 09:42:04,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1349x649,,ET_Data_Quality,3,No,response-1,0
14,1667482925209,03/11/2022 13:42:05,1667482924906,-4,03/11/2022 09:42:04,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1349x649,,ET_Data_Quality,3,No,envdistraction,Yes
15,1667482925209,03/11/2022 13:42:05,1667482924906,-4,03/11/2022 09:42:04,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1349x649,,ET_Data_Quality,3,No,envdistraction-quantised,1
16,1667482925209,03/11/2022 13:42:05,1667482924906,-4,03/11/2022 09:42:04,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1349x649,,ET_Data_Quality,3,No,response-2,Yes 
17,1667482925209,03/11/2022 13:42:05,1667482924906,-4,03/11/2022 09:42:04,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1349x649,,ET_Data_Quality,3,No,help,None
18,1667482925209,03/11/2022 13:42:05,1667482924906,-4,03/11/2022 09:42:04,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1349x649,,ET_Data_Quality,3,No,response-4,No
19,1667482925209,03/11/2022 13:42:05,1667482924906,-4,03/11/2022 09:42:04,77588,10,questionnaire-6fn4,,24979005,BLIND,7380851,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1349x649,,ET_Data_Quality,3,No,response-4-quantised,2
